trip_id,vehicle_id,device_id,date_debut,date_fin,duree_min,distance_m,commune,geo_point_2d
5f4304e4-fabd-c4aa-ba59-16c59de67f2c,ES312ME,33173470-38f1-6a81-787f-2425dbccc477,2026-04-09T09:47:13,2026-04-09T09:59:00,11.8,1798,Ville-d'Avray,"48.81745,2.17786"
9d9a70e1-81ef-688b-7fc0-922e054da197,EG161VP,3e896c64-e117-dac3-119c-4ea3e1805081,2026-04-09T09:47:51,2026-04-09T10:25:24,37.5,7177,Boulogne-Billancourt,"48.83944,2.23618"
731171a7-1122-06a2-4419-0e59ba52dbf2,GB046ML,5c941cf0-dc98-d2c1-e2ac-f72f9e574f7a,2026-04-09T09:48:10,2026-04-09T10:25:40,37.5,7273,Sèvres,"48.82418,2.2042"
7a49c96a-1168-0e55-c2b1-4f24dc76a6a8,GA667YB,ceda8bbb-7171-0434-134c-6c92ec5b227c,2026-04-09T09:54:31,2026-04-09T10:03:21,8.8,1411,Issy-les-Moulineaux,"48.81993,2.26436"
e268d92f-1b75-7ed1-9dca-71ef13e2738a,EW161VB,1c8eaee9-5715-bd6f-a416-1293c4c2e2e3,2026-04-09T09:55:46,2026-04-09T10:19:14,23.5,5394,Meudon,"48.80254,2.23167"
22530aa4-15d1-52b0-76a6-b583dcac7b04,EW850YM,c1581092-f335-cba3-513a-7052986f9025,2026-04-09T10:01:15,2026-04-09T10:28:22,27.1,5121,Boulogne-Billancourt,"48.83783,2.23886"
f7797643-beca-c08c-53b0-4133d0d70956,EX452VR,c9277d9b-6e0d-2648-35ce-884149732d6c,2026-04-09T10:04:08,2026-04-09T10:35:16,31.1,7118,Boulogne-Billancourt,"48.83516,2.24343"
b6da79bb-a91e-25a1-5484-d86560bfb13c,EE273LR,c84a7b28-550a-1b46-ecab-3301bc8f7d29,2026-04-09T10:09:25,2026-04-09T10:47:57,38.5,5828,Issy-les-Moulineaux,"48.82472,2.27226"
cd4c01b3-33e4-0ea9-7aaa-f675b807eb46,GB891PR,c30ff46e-8026-695f-f8cd-a88b436d76e2,2026-04-09T10:10:22,2026-04-09T10:18:40,8.3,2055,Vanves,"48.82183,2.2822"
fd414341-ecf6-0826-3c1e-0ac4daf09b92,GX424MR,c4bbb7a9-d988-68dd-9c7c-737779a28903,2026-04-09T10:11:00,2026-04-09T10:29:34,18.6,3744,Sèvres,"48.82481,2.21085"
d4f12110-50b5-7397-2449-ea0f5e6b1e56,ES166RL,47294739-614f-f3d7-19db-3ad0ddd1dfb2,2026-04-09T10:16:42,2026-04-09T10:21:51,5.2,810,Boulogne-Billancourt,"48.83658,2.23806"
f1e7a280-8b99-1282-3075-f9afce7d765b,GB467LM,8eb22579-0cdb-1ca4-76ec-bdd68498e113,2026-04-09T10:20:26,2026-04-09T10:30:07,9.7,1766,Issy-les-Moulineaux,"48.8242,2.27143"
66bd5d42-7981-0edf-5b8e-76fdaa29ee4c,GX143TE,310c0c00-3fa7-f104-1bf9-0e27dc96925e,2026-04-09T10:30:36,2026-04-09T11:03:25,32.8,4962,Boulogne-Billancourt,"48.83478,2.23736"
2f8af5db-3503-ae05-1efe-ce734bb88157,GG408RM,36386821-f6e0-7cc0-6c52-c49f9b49bd26,2026-04-09T10:31:20,2026-04-09T10:41:55,10.6,2611,Boulogne-Billancourt,"48.8337,2.2461"
5e388274-0db4-a7fa-18e4-3d8528d42725,EW161VB,1c8eaee9-5715-bd6f-a416-1293c4c2e2e3,2026-04-09T10:36:14,2026-04-09T10:40:14,4.0,707,Meudon,"48.81361,2.23895"
55852445-14fe-88bc-3f61-2028cb4a9aa4,GW417RP,36c59dac-b4d7-e28e-271e-3ee2b1a6b1f1,2026-04-09T10:37:45,2026-04-09T10:49:02,11.3,1946,Boulogne-Billancourt,"48.84015,2.2394"
b20004fa-9d8e-20d6-17a6-013828a414a7,EE734RE,45b89cd9-27cb-6f2a-8da0-1097be0f051b,2026-04-09T10:43:22,2026-04-09T11:12:15,28.9,4308,Chaville,"48.81473,2.19657"
88e941fd-b085-0679-d0b2-1f9885a7797f,GB467LM,8eb22579-0cdb-1ca4-76ec-bdd68498e113,2026-04-09T10:44:07,2026-04-09T10:54:00,9.9,2482,Ville-d'Avray,"48.82473,2.18261"
cf407865-a5c1-1300-e324-57302ede3051,GD070JR,f5f59b22-0e8f-a8e0-284d-82e587f7e1fb,2026-04-09T10:51:02,2026-04-09T11:11:53,20.9,3465,Boulogne-Billancourt,"48.83879,2.24692"
5e14901b-fea5-9d94-998c-603a12cb7604,GS596YE,26286bfb-e767-dcea-b0e6-a969e21342b0,2026-04-09T11:11:27,2026-04-09T11:49:47,38.3,9071,Sèvres,"48.82258,2.20942"
d2fe2d04-640f-ac70-e5a5-788e2b80d1ed,EG682TL,b841d0a0-1fe7-71d6-d917-8793a9d3c2e6,2026-04-09T11:24:19,2026-04-09T11:31:00,6.7,1405,Boulogne-Billancourt,"48.82782,2.24223"
7b8899f9-9ee3-1563-d328-80c75b2de07e,GB046ML,5c941cf0-dc98-d2c1-e2ac-f72f9e574f7a,2026-04-09T11:24:40,2026-04-09T11:32:41,8.0,1564,Sèvres,"48.81862,2.20519"
244f802b-4d53-280e-1ebd-55b6e60584a2,EW161VB,1c8eaee9-5715-bd6f-a416-1293c4c2e2e3,2026-04-09T11:38:14,2026-04-09T12:01:20,23.1,4367,Vanves,"48.82447,2.28747"
7938ce7f-f86e-2588-90b9-50bb5e9bfa6c,GS104JM,27cd8130-4722-9389-571a-a8766c307511,2026-04-09T11:48:41,2026-04-09T12:15:58,27.3,6064,Meudon,"48.80949,2.23227"
ee5b6379-213f-a67b-1976-34e5054bffbb,GX424MR,c4bbb7a9-d988-68dd-9c7c-737779a28903,2026-04-09T12:03:34,2026-04-09T12:36:53,33.3,5084,Boulogne-Billancourt,"48.8377,2.23313"
e0222432-7ca5-1928-17dd-06916a71efda,EX452VR,c9277d9b-6e0d-2648-35ce-884149732d6c,2026-04-09T12:05:16,2026-04-09T12:21:49,16.6,2396,Vanves,"48.82462,2.29539"
284af9d8-428e-31ed-da36-967d9b2dceee,EG682TL,b841d0a0-1fe7-71d6-d917-8793a9d3c2e6,2026-04-09T12:08:00,2026-04-09T12:16:53,8.9,2077,Boulogne-Billancourt,"48.83186,2.24629"
5f91b1af-8bc1-5738-ff1b-f6a0a8ecb6a1,GX143TE,310c0c00-3fa7-f104-1bf9-0e27dc96925e,2026-04-09T12:15:25,2026-04-09T12:30:28,15.1,2307,Ville-d'Avray,"48.82881,2.16904"
60665e51-f76d-7126-1fda-98c940a62de4,GD070JR,f5f59b22-0e8f-a8e0-284d-82e587f7e1fb,2026-04-09T12:23:53,2026-04-09T12:59:13,35.3,7138,Issy-les-Moulineaux,"48.82797,2.27652"
4fc4e8cd-68d2-a842-3aa5-8e1d2f9f02e5,EE734RE,45b89cd9-27cb-6f2a-8da0-1097be0f051b,2026-04-09T12:26:15,2026-04-09T12:50:15,24.0,3823,Boulogne-Billancourt,"48.84211,2.24015"
9efec6c5-30ad-41bb-2ae2-c9d1365d395b,GB467LM,8eb22579-0cdb-1ca4-76ec-bdd68498e113,2026-04-09T12:33:00,2026-04-09T13:06:31,33.5,5201,Boulogne-Billancourt,"48.84086,2.24558"
08509d96-cf92-8274-9ffc-7f2b1ea822bb,EW850YM,c1581092-f335-cba3-513a-7052986f9025,2026-04-09T12:51:22,2026-04-09T13:29:06,37.7,7689,Issy-les-Moulineaux,"48.81836,2.26377"
4badb973-1ed0-1243-9ae6-9d9798fb7955,GB046ML,5c941cf0-dc98-d2c1-e2ac-f72f9e574f7a,2026-04-09T12:51:41,2026-04-09T13:09:20,17.6,4112,Vanves,"48.82036,2.28653"
025c9425-c557-13d3-09d7-cc9c6af98a8b,EX452VR,c9277d9b-6e0d-2648-35ce-884149732d6c,2026-04-09T13:08:49,2026-04-09T13:46:37,37.8,9350,Boulogne-Billancourt,"48.82945,2.2411"
4bcd6e4d-24e1-1716-3449-131842d01a0b,GB046ML,5c941cf0-dc98-d2c1-e2ac-f72f9e574f7a,2026-04-09T14:08:20,2026-04-09T14:38:00,29.7,5627,Issy-les-Moulineaux,"48.82457,2.26557"
9290a83a-2bef-4363-6b7c-7396f942fcb2,GE885LE,f94d6204-6808-593f-dfed-2c43e256a6dc,2026-04-10T06:01:00,2026-04-10T06:17:27,16.4,2550,Chaville,"48.81142,2.19495"
3772d3a3-1b72-ea6c-33c9-bfa153e87b79,EX452VR,c9277d9b-6e0d-2648-35ce-884149732d6c,2026-04-10T06:04:00,2026-04-10T06:14:01,10.0,1794,Boulogne-Billancourt,"48.83303,2.23921"
0633a286-5852-62b1-7693-5d1f8d80c2fe,ES327YB,3c07c574-4925-7af1-b6aa-e05b13d5f2f7,2026-04-10T06:07:00,2026-04-10T06:27:42,20.7,3909,Issy-les-Moulineaux,"48.81663,2.26304"
e0f02008-24a9-94d7-9b48-c6fb333f117b,GG784YM,c074718e-425a-609f-7337-c59979844388,2026-04-10T06:08:00,2026-04-10T06:19:13,11.2,2508,Issy-les-Moulineaux,"48.82939,2.26437"
977bee96-b232-398b-1f3c-4a38ff62499a,EE825ME,3c20592f-c04a-96c4-f3b6-3fe1d1843324,2026-04-10T06:13:00,2026-04-10T06:41:09,28.1,4592,Boulogne-Billancourt,"48.83952,2.23429"
c991484d-e0eb-b3c7-b8a3-f3fa776944b8,EE803VM,e1e3db63-ef7d-dc76-b92d-a22b21df306f,2026-04-10T06:15:00,2026-04-10T06:25:58,11.0,1685,Issy-les-Moulineaux,"48.82005,2.26386"
10995969-b521-d095-94b2-2af090809121,GD070JR,f5f59b22-0e8f-a8e0-284d-82e587f7e1fb,2026-04-10T06:15:00,2026-04-10T06:20:13,5.2,1092,Boulogne-Billancourt,"48.83787,2.24012"
3398b604-a9c2-371e-7183-6f01466aa217,GS104JM,27cd8130-4722-9389-571a-a8766c307511,2026-04-10T06:18:00,2026-04-10T06:44:11,26.2,6533,Sèvres,"48.82677,2.2168"
bb8133fb-0b92-8003-bccb-296d3bf5d00a,EA234FL,af42e12f-3838-b326-8e94-4239b02b61c4,2026-04-10T06:21:00,2026-04-10T06:26:27,5.5,1177,Boulogne-Billancourt,"48.82876,2.24294"
dde630e0-cbee-2346-5d1c-153ef6ebcacf,GX424MR,c4bbb7a9-d988-68dd-9c7c-737779a28903,2026-04-10T06:21:00,2026-04-10T06:44:05,23.1,4673,Boulogne-Billancourt,"48.8385,2.24106"
9623d848-10b7-2ccf-8793-5d69c33bf03e,EB996TB,0b1f9163-ce9f-f57f-43b7-a3a69a8dca03,2026-04-10T06:26:00,2026-04-10T06:49:04,23.1,3762,Issy-les-Moulineaux,"48.8306,2.26385"
36ebaef4-bcef-2c15-3881-e71322bea0bc,GE167VM,12476f57-a5e5-a5ab-aefc-fad8efc89849,2026-04-10T06:26:00,2026-04-10T06:37:00,11.0,2392,Issy-les-Moulineaux,"48.82506,2.27342"
f0cf9990-6841-667c-893e-2de88509c3a2,GA667YB,ceda8bbb-7171-0434-134c-6c92ec5b227c,2026-04-10T06:35:00,2026-04-10T06:41:29,6.5,1420,Boulogne-Billancourt,"48.83389,2.23438"
67396010-b9dc-86a9-23c5-60d2e2abe6e3,GG954JE,8768a84f-a76a-fde6-ce9e-1a11fcbb4e59,2026-04-10T06:35:00,2026-04-10T06:58:13,23.2,4322,Boulogne-Billancourt,"48.84153,2.23995"
f58f56a0-3111-6b6a-4b38-a57b2fdc4da3,GE602MB,568cc69b-1064-005c-3985-c3cf3f76be1d,2026-04-10T06:37:00,2026-04-10T06:56:38,19.6,4356,Chaville,"48.80188,2.18735"
7842cbc6-a001-1ba6-0a14-8b9fb6db95fb,GE899JB,3d4cbf37-4eb9-3eff-ce88-cb2dd4e80839,2026-04-10T06:41:00,2026-04-10T06:56:37,15.6,3573,Issy-les-Moulineaux,"48.81728,2.26656"
04999aeb-d8b6-a5b0-c7c2-2f1b6d3026db,EX218TB,680ac07a-2a93-5d62-3c83-5dc0d9441fa5,2026-04-10T06:43:00,2026-04-10T06:50:09,7.2,1430,Boulogne-Billancourt,"48.84217,2.23976"
8a0aeef0-1bdd-fef5-496e-186a93350c77,GX143TE,310c0c00-3fa7-f104-1bf9-0e27dc96925e,2026-04-10T06:44:00,2026-04-10T06:52:50,8.8,2043,Boulogne-Billancourt,"48.82813,2.23788"
293572d3-fb63-33cb-0c35-bf2dec4fa141,EE734RE,45b89cd9-27cb-6f2a-8da0-1097be0f051b,2026-04-10T06:44:00,2026-04-10T07:21:35,37.6,8354,Boulogne-Billancourt,"48.83998,2.24483"
e1e3d66c-0a09-bdc1-39c8-a117ffdb88d7,EE803VM,e1e3db63-ef7d-dc76-b92d-a22b21df306f,2026-04-10T06:47:58,2026-04-10T07:05:28,17.5,3450,Meudon,"48.80308,2.23329"
00c976e5-eaab-0629-6a5e-ec28e86e8c8d,EA689JB,693dffbc-6c6f-a611-5ab3-3edf6e595ed3,2026-04-10T06:48:00,2026-04-10T07:11:21,23.4,5437,Boulogne-Billancourt,"48.83739,2.24086"
62544d22-944b-aabb-5dbe-0139c89578d9,GB429YL,3f07f814-91d6-3f78-e3e9-de99f10c718b,2026-04-10T06:48:00,2026-04-10T07:23:08,35.1,5399,Chaville,"48.81171,2.19418"
c35adde3-972b-cd8d-67fe-c00325b1ad19,GB550MP,9f044aed-7552-3327-0262-7f7312922f83,2026-04-10T06:52:00,2026-04-10T07:25:38,33.6,6083,Ville-d'Avray,"48.81668,2.16938"
44087b43-9eea-d5de-f5b5-777f041c4ba3,GB290YR,bc67f831-cbc8-4759-f5b7-8cc7e6b3c944,2026-04-10T06:53:00,2026-04-10T07:13:15,20.2,4662,Issy-les-Moulineaux,"48.83003,2.26999"
688e8d5d-5185-6418-fef4-4a33ae78dd3f,EE273LR,c84a7b28-550a-1b46-ecab-3301bc8f7d29,2026-04-10T06:56:00,2026-04-10T07:16:35,20.6,4912,Boulogne-Billancourt,"48.83402,2.24612"
7dbb4c18-4984-e0ab-7a0e-25398a3e50b5,GS500FB,8a14be62-295b-4715-c333-e8615fb8d16c,2026-04-10T07:04:00,2026-04-10T07:13:48,9.8,1988,Meudon,"48.81194,2.22797"
1336eb28-33ba-1e1b-80ff-8beb631eb726,EG161VP,3e896c64-e117-dac3-119c-4ea3e1805081,2026-04-10T07:05:00,2026-04-10T07:13:16,8.3,2081,Issy-les-Moulineaux,"48.82275,2.27576"
c4593083-db40-8797-8ecc-4bd986db41b4,EE825ME,3c20592f-c04a-96c4-f3b6-3fe1d1843324,2026-04-10T07:06:09,2026-04-10T07:10:36,4.5,771,Meudon,"48.81326,2.23592"
b88ba445-4e6c-2bae-bb8c-ea351bc47161,ES166RL,47294739-614f-f3d7-19db-3ad0ddd1dfb2,2026-04-10T07:07:00,2026-04-10T07:39:39,32.6,6704,Boulogne-Billancourt,"48.84254,2.23814"
1a64eed2-ef3d-c5a8-9295-8d18ec7c44a8,GS441JR,89d7fd6c-ce77-7f00-ecf2-7e7685197ff4,2026-04-10T07:08:00,2026-04-10T07:27:10,19.2,4553,Sèvres,"48.82775,2.21553"
4f6a648f-cca9-7f81-8438-1157a885f19e,GB046ML,5c941cf0-dc98-d2c1-e2ac-f72f9e574f7a,2026-04-10T07:10:00,2026-04-10T07:39:18,29.3,5871,Issy-les-Moulineaux,"48.83144,2.26336"
ba72186e-b79a-0c86-c986-b3e47161c888,GW417RP,36c59dac-b4d7-e28e-271e-3ee2b1a6b1f1,2026-04-10T07:10:00,2026-04-10T07:46:00,36.0,5866,Chaville,"48.81269,2.19627"
573f9ac9-17ee-7fc7-3586-8ed1e4a2618e,GE167VM,12476f57-a5e5-a5ab-aefc-fad8efc89849,2026-04-10T07:11:00,2026-04-10T07:23:12,12.2,3062,Boulogne-Billancourt,"48.82739,2.2423"
ac7625b8-0fc0-6f77-b27b-14fdd4edc9d8,EB526ML,080aadfb-e7c9-9b26-1141-25c63a9bedd4,2026-04-10T07:11:00,2026-04-10T07:33:48,22.8,4099,Meudon,"48.8082,2.23709"
eb056b48-ea90-f648-8155-db8487c5577f,GE602MB,568cc69b-1064-005c-3985-c3cf3f76be1d,2026-04-10T07:11:38,2026-04-10T07:34:44,23.1,5479,Meudon,"48.80742,2.22872"
86e979fe-c27e-b09a-77f0-5674988ca047,GX224PM,6b44fa8d-d5f2-5073-f414-02b1e4429ebb,2026-04-10T07:14:00,2026-04-10T07:22:46,8.8,1415,Issy-les-Moulineaux,"48.81949,2.26439"
36d25823-9b35-4089-429e-588250d3b1d6,EW919TL,3f22faf8-23be-d01d-43cf-2fde24933b83,2026-04-10T07:16:00,2026-04-10T07:49:00,33.0,5365,Issy-les-Moulineaux,"48.82558,2.27686"
3fc0796e-44f4-caeb-49a4-443e940d8bcc,EE228LR,bdd640fb-0667-1ad1-1c80-317fa3b1799d,2026-04-10T07:18:00,2026-04-10T07:45:30,27.5,4364,Meudon,"48.80298,2.23224"
0af9da16-0a16-4306-e1ea-dd41019a1843,GB797TE,b00805cc-a7f3-6ae9-25c7-3c443e75c3b4,2026-04-10T07:18:00,2026-04-10T07:51:13,33.2,8318,Ville-d'Avray,"48.83028,2.1801"
32fb59fd-0c00-f8ff-2a31-4f1d7bf7bf91,ED630PM,aa38d0a1-6ba2-5efe-311c-6eb62095eef6,2026-04-10T07:20:00,2026-04-10T07:29:05,9.1,2216,Meudon,"48.81394,2.2381"
7b03f61b-5705-a33e-52f0-2148016d0426,GB467LM,8eb22579-0cdb-1ca4-76ec-bdd68498e113,2026-04-10T07:22:00,2026-04-10T07:33:54,11.9,2740,Ville-d'Avray,"48.81596,2.17088"
802ccb52-f5f3-0d6e-7632-d4d41866177e,EE803VM,e1e3db63-ef7d-dc76-b92d-a22b21df306f,2026-04-10T07:23:28,2026-04-10T08:01:56,38.5,7602,Sèvres,"48.8295,2.21759"
03cc0a33-5db4-d496-a8d8-9b3ddf9a7704,ES312ME,33173470-38f1-6a81-787f-2425dbccc477,2026-04-10T07:24:00,2026-04-10T07:50:23,26.4,5719,Chaville,"48.80409,2.19097"
ca12f3d9-3e98-f09d-f6d2-a20db3d51708,GW488FL,e7a37e81-63b4-c08b-6b8e-869fd5385b0e,2026-04-10T07:24:00,2026-04-10T07:37:49,13.8,2342,Chaville,"48.80241,2.18575"
4bf66063-8b91-7e2d-aaf9-ee3ee432d37d,GS215MR,cbceabde-eede-db07-e623-a6895d59cd2a,2026-04-10T07:25:00,2026-04-10T07:52:32,27.5,5082,Boulogne-Billancourt,"48.83468,2.24164"
915fbbf9-53cf-ff73-2384-bb95921409e1,ES656YM,11c58ef0-dd46-3c09-4752-87aa5408f9ac,2026-04-10T07:27:00,2026-04-10T08:06:41,39.7,8505,Boulogne-Billancourt,"48.83631,2.24462"
1bc841bd-6b9c-7e6b-e495-1ebbd7c8ccb8,EE671VM,e059a0ee-9132-b63e-f162-87e4e9c349e0,2026-04-10T07:28:00,2026-04-10T07:32:31,4.5,733,Boulogne-Billancourt,"48.84162,2.24048"
5ddc46f0-3444-10e5-b95c-1edae988a44d,EA234FL,af42e12f-3838-b326-8e94-4239b02b61c4,2026-04-10T07:29:27,2026-04-10T08:04:08,34.7,5839,Boulogne-Billancourt,"48.83192,2.23388"
00b8a88f-9317-545d-1cd4-3dfff59b39fa,GA095ME,6c031199-972a-8469-1641-9f828b9d2434,2026-04-10T07:31:00,2026-04-10T07:39:55,8.9,1942,Boulogne-Billancourt,"48.84317,2.24482"
e2696a73-8b2d-fd83-9b5d-e3c9dbb9c173,EA696JR,77d21e02-ff01-cf99-988c-24c961b1cd22,2026-04-10T07:31:00,2026-04-10T07:50:49,19.8,4563,Sèvres,"48.81636,2.21119"
ff011f14-d97b-d00e-3475-717102b964d6,GB649TL,e7c421c7-4049-7b71-7d10-6c6081627cf1,2026-04-10T07:31:00,2026-04-10T08:02:23,31.4,4887,Vanves,"48.81584,2.29615"
76ad57f1-6eec-50cb-00c8-5e9a408a5d2f,GS104JM,27cd8130-4722-9389-571a-a8766c307511,2026-04-10T07:31:11,2026-04-10T07:51:45,20.6,4049,Boulogne-Billancourt,"48.83285,2.24682"
24e1ed79-7d99-e386-b77c-1be6febee6a6,EW850YM,c1581092-f335-cba3-513a-7052986f9025,2026-04-10T07:34:00,2026-04-10T08:13:29,39.5,7923,Boulogne-Billancourt,"48.82881,2.23775"
9c83e2d2-d0b2-b078-d393-6f3e5a5f838f,GW921ML,6fb78271-504d-281f-c953-5b63ba81edd9,2026-04-10T07:35:00,2026-04-10T08:14:44,39.7,7408,Issy-les-Moulineaux,"48.82249,2.26562"
322c519f-7a44-167a-63f7-8edf72948c64,ED594PB,1d870966-0710-d430-f071-d87954c63cd8,2026-04-10T07:36:00,2026-04-10T08:04:22,28.4,6914,Ville-d'Avray,"48.82592,2.17416"
f316891d-8896-4456-b344-dde4bcac4426,GB156LR,c17af08a-1745-d6d8-7e57-0ddf827050a8,2026-04-10T07:38:00,2026-04-10T07:49:52,11.9,2729,Issy-les-Moulineaux,"48.83134,2.2756"
9965ef48-0b4d-2de2-06b8-68bd77a1cf7d,GS500FB,8a14be62-295b-4715-c333-e8615fb8d16c,2026-04-10T07:42:48,2026-04-10T07:49:41,6.9,1224,Boulogne-Billancourt,"48.84039,2.23752"
fd07f913-2657-abb6-b81f-2807069d887f,GB891PR,c30ff46e-8026-695f-f8cd-a88b436d76e2,2026-04-10T07:43:00,2026-04-10T08:12:21,29.4,4407,Boulogne-Billancourt,"48.83974,2.24152"
92a2319d-b4c7-0241-990c-b8bfc1978cb8,GD070JR,f5f59b22-0e8f-a8e0-284d-82e587f7e1fb,2026-04-10T07:43:13,2026-04-10T08:18:08,34.9,8768,Issy-les-Moulineaux,"48.83146,2.27303"
05e0c019-b31e-120d-9f49-ab896866d52e,ED687PM,43ff5011-3d1a-85dd-506e-5a9ab758588d,2026-04-10T07:44:00,2026-04-10T08:17:20,33.3,6255,Boulogne-Billancourt,"48.83969,2.24532"
528f2346-1569-0641-07c4-d918b91c6d9d,EW161VB,1c8eaee9-5715-bd6f-a416-1293c4c2e2e3,2026-04-10T07:48:00,2026-04-10T07:53:51,5.8,1332,Boulogne-Billancourt,"48.82773,2.23308"
0a53d7c4-f68f-a05b-bfe9-efdb4a57b541,EG433YR,c8b8d9c6-ed30-49cf-43e4-58fc63f2ae24,2026-04-10T07:48:00,2026-04-10T08:01:44,13.7,2898,Issy-les-Moulineaux,"48.82871,2.27191"
3b6bc3b7-7430-9740-33e1-f2af32ccea25,EE734RE,45b89cd9-27cb-6f2a-8da0-1097be0f051b,2026-04-10T07:48:35,2026-04-10T08:28:21,39.8,8623,Sèvres,"48.81842,2.20926"
62e38426-06fb-22ac-c342-adc9df09451f,EX218TB,680ac07a-2a93-5d62-3c83-5dc0d9441fa5,2026-04-10T07:49:09,2026-04-10T08:17:48,28.6,5334,Ville-d'Avray,"48.81569,2.18126"
f2cd4e4b-8c27-7f18-2d6d-0a43a4ce98ef,GG408RM,36386821-f6e0-7cc0-6c52-c49f9b49bd26,2026-04-10T07:50:00,2026-04-10T07:54:20,4.3,746,Issy-les-Moulineaux,"48.82986,2.26359"
31bf8a3c-5ae5-7068-d2ed-9291c3da1521,EB526ML,080aadfb-e7c9-9b26-1141-25c63a9bedd4,2026-04-10T07:52:48,2026-04-10T08:16:41,23.9,4055,Boulogne-Billancourt,"48.83743,2.24879"
9d148109-db18-fefb-8e53-4765ee6e5ef6,GB046ML,5c941cf0-dc98-d2c1-e2ac-f72f9e574f7a,2026-04-10T07:54:18,2026-04-10T08:17:36,23.3,3989,Boulogne-Billancourt,"48.84251,2.23461"
6755b2d4-2bfe-d52a-9350-46f4f7f80118,EG682TL,b841d0a0-1fe7-71d6-d917-8793a9d3c2e6,2026-04-10T07:57:00,2026-04-10T08:33:59,37.0,6036,Boulogne-Billancourt,"48.83573,2.23831"
f3feb7de-a2e0-f358-c753-3bff9fd88e61,GE899JB,3d4cbf37-4eb9-3eff-ce88-cb2dd4e80839,2026-04-10T07:59:37,2026-04-10T08:35:01,35.4,7460,Boulogne-Billancourt,"48.83683,2.24273"
073024e4-2634-90a1-2173-7acd3e3707dc,GX224PM,6b44fa8d-d5f2-5073-f414-02b1e4429ebb,2026-04-10T08:00:46,2026-04-10T08:14:12,13.4,2775,Boulogne-Billancourt,"48.83853,2.24598"
cad3e250-6a5f-09cb-81a6-03db9564a7bd,EE825ME,3c20592f-c04a-96c4-f3b6-3fe1d1843324,2026-04-10T08:01:36,2026-04-10T08:34:49,33.2,6275,Ville-d'Avray,"48.82976,2.17602"
37309e25-f10c-b4f0-285d-9795b9138441,GX143TE,310c0c00-3fa7-f104-1bf9-0e27dc96925e,2026-04-10T08:01:50,2026-04-10T08:15:20,13.5,3047,Issy-les-Moulineaux,"48.82414,2.27501"
ba89c34b-b224-7627-c1e0-248ea8449e0b,GE167VM,12476f57-a5e5-a5ab-aefc-fad8efc89849,2026-04-10T08:03:12,2026-04-10T08:23:39,20.4,3042,Boulogne-Billancourt,"48.83121,2.24247"
1481b96b-477c-bc8c-a5f6-04d79cb076a2,EG161VP,3e896c64-e117-dac3-119c-4ea3e1805081,2026-04-10T08:12:16,2026-04-10T08:18:00,5.7,855,Chaville,"48.80656,2.19641"
03d2a7ca-3775-33ab-d447-6a01ec67f7b7,GB550MP,9f044aed-7552-3327-0262-7f7312922f83,2026-04-10T08:12:38,2026-04-10T08:42:44,30.1,6196,Issy-les-Moulineaux,"48.82076,2.27414"
6e607c2f-1832-3765-d145-2528f91bad40,GS215MR,cbceabde-eede-db07-e623-a6895d59cd2a,2026-04-10T08:14:32,2026-04-10T08:21:47,7.2,1154,Sèvres,"48.8169,2.21216"
e7a166d2-7029-3dbb-3876-fdaa7af83c9f,EB996TB,0b1f9163-ce9f-f57f-43b7-a3a69a8dca03,2026-04-10T08:16:04,2026-04-10T08:38:52,22.8,5350,Meudon,"48.80709,2.23481"
ad592953-e242-97fc-8e14-4e1fb6b6815c,EE671VM,e059a0ee-9132-b63e-f162-87e4e9c349e0,2026-04-10T08:22:31,2026-04-10T08:42:10,19.6,4314,Boulogne-Billancourt,"48.82966,2.23464"
ed56c7c7-ae45-5311-671c-ae756dbe934e,EE273LR,c84a7b28-550a-1b46-ecab-3301bc8f7d29,2026-04-10T08:24:35,2026-04-10T09:02:13,37.6,8612,Issy-les-Moulineaux,"48.82369,2.27342"
939d1b61-20d1-20ae-b0f9-08d240c06d72,EE228LR,bdd640fb-0667-1ad1-1c80-317fa3b1799d,2026-04-10T08:26:30,2026-04-10T08:30:35,4.1,1019,Meudon,"48.80398,2.23348"
2cd4e76d-f40a-b6cf-31c7-8a33db5983d3,GB429YL,3f07f814-91d6-3f78-e3e9-de99f10c718b,2026-04-10T08:36:08,2026-04-10T09:14:17,38.1,9149,Boulogne-Billancourt,"48.83625,2.23761"
f929eda0-bf30-070d-42a5-af9b522326bb,ES327YB,3c07c574-4925-7af1-b6aa-e05b13d5f2f7,2026-04-10T08:37:42,2026-04-10T08:53:46,16.1,3679,Issy-les-Moulineaux,"48.8278,2.27224"
e1add4fa-6974-eaee-bdb1-d20f36cf28af,GW417RP,36c59dac-b4d7-e28e-271e-3ee2b1a6b1f1,2026-04-10T08:43:00,2026-04-10T08:58:46,15.8,2534,Vanves,"48.82742,2.28671"
ca7ad5f3-bdac-b371-7694-9bb0e7b0e27d,GS215MR,cbceabde-eede-db07-e623-a6895d59cd2a,2026-04-10T08:44:47,2026-04-10T08:55:43,10.9,2044,Boulogne-Billancourt,"48.83048,2.2369"
6940240c-a45e-e904-717d-0042f30d6ea3,EG161VP,3e896c64-e117-dac3-119c-4ea3e1805081,2026-04-10T08:46:00,2026-04-10T09:02:05,16.1,3814,Chaville,"48.80634,2.18815"
